current_rating,previous_warnings,trips_count,sentiment_pred,sentiment_confidence,category_pred,category_confidence,decision
4.14,1,736,2,0.66,2,0.68,3
4.47,0,786,2,0.73,4,0.67,2
4.65,3,644,2,0.83,0,0.71,4
4.34,1,702,2,0.88,3,0.76,4
3.52,2,318,2,0.76,0,0.72,4
4.96,1,771,0,0.84,3,0.64,1
3.53,2,383,1,0.74,0,0.9,0
3.19,0,514,0,0.89,0,0.82,0
4.98,0,858,0,0.87,2,0.82,1
3.43,0,748,2,0.88,3,0.98,4
2.54,1,843,2,0.82,4,0.9,2
3.26,0,680,2,0.77,4,0.61,2
3.26,0,648,2,0.71,4,0.83,2
2.79,1,19,0,0.81,3,0.66,0
4.84,1,634,2,0.61,4,0.87,2
4.3,0,488,2,0.63,1,0.78,3
3.4,0,452,2,0.6,4,0.95,2
3.41,0,578,2,0.94,2,0.85,3
4.47,1,128,2,0.92,2,0.8,3
2.76,0,285,2,0.66,2,0.62,3
4.99,1,860,0,0.77,3,0.96,1
4.46,1,612,2,0.62,1,0.83,3
4.82,0,986,0,0.72,1,0.92,1
4.74,1,930,2,0.91,4,0.67,2
4.08,0,854,2,0.97,2,0.75,3
4.16,1,828,2,0.97,2,0.77,3
4.67,1,583,2,0.96,3,0.92,4
3.42,0,849,2,0.94,3,0.74,4
4.5,1,698,2,0.63,2,0.6,3
3.3,0,49,2,0.86,4,0.77,2
4.18,0,968,2,0.71,4,0.76,2
4.83,3,510,2,0.98,3,0.74,4
4.88,0,653,0,0.79,2,0.7,1
4.16,3,531,2,0.75,2,0.88,4
2.7,0,744,2,0.73,4,0.95,2
3.79,1,74,2,0.69,4,0.93,2
4.33,1,178,2,0.72,4,0.88,2
4.4,1,263,2,0.63,4,0.98,2
4.94,0,94,0,0.76,2,0.96,1
4.01,0,209,2,0.75,0,0.73,0
4.81,3,698,2,0.87,3,0.66,4
3.73,0,683,1,0.67,1,0.79,0
4.56,0,62,2,0.86,1,0.63,3
4.44,0,735,2,0.72,1,0.75,3
4.67,0,658,2,0.7,4,0.9,2
3.3,0,875,0,0.77,1,0.63,0
4.96,0,721,0,0.89,1,0.62,1
3.21,0,366,2,0.66,1,0.76,3
4.66,1,798,2,0.67,2,0.75,3
2.79,0,858,2,0.94,2,0.71,3
3.37,1,887,2,0.93,2,0.66,4
4.8,2,211,1,0.8,0,0.87,0
4.98,0,455,0,0.93,4,0.82,1
3.89,3,972,2,0.88,3,0.75,4
3.79,2,449,2,0.95,3,0.7,4
2.53,1,585,2,0.97,1,0.78,4
4.91,1,903,2,0.7,2,0.7,3
2.77,1,629,2,0.84,4,0.62,2
3.35,2,321,1,0.81,2,0.99,0
3.14,0,689,2,0.65,1,0.79,3
4.37,1,599,2,0.92,1,0.79,3
4.94,0,807,0,0.97,3,0.67,1
3.53,0,726,2,0.63,4,0.72,2
3.0,1,186,2,0.84,3,0.83,0
4.37,1,933,2,0.61,4,0.74,2
4.43,3,741,1,0.74,4,0.71,0
4.97,2,37,0,0.78,2,0.89,0
4.78,1,710,2,0.71,2,0.84,3
4.38,2,494,1,0.98,3,0.85,0
4.84,1,418,0,0.89,1,0.8,1
2.79,0,911,2,0.75,1,0.78,3
2.74,0,683,2,0.88,2,0.86,3
4.84,0,332,0,0.96,4,0.62,1
4.87,0,312,0,0.96,3,0.68,1
2.62,0,589,2,0.89,4,0.89,2
4.4,1,545,2,0.65,4,0.63,2
4.94,1,290,2,0.98,1,0.69,3
3.75,1,363,2,0.79,4,0.96,2
3.62,1,395,2,0.66,0,0.97,0
3.87,3,294,1,0.95,0,0.62,0
3.41,3,964,2,0.98,3,0.78,4
3.39,0,446,2,0.75,1,0.98,3
3.23,1,686,2,0.8,1,0.67,4
2.73,2,447,2,0.71,4,0.63,4
2.63,1,165,2,0.9,1,0.7,4
4.36,3,161,1,0.7,3,0.64,0
4.34,1,355,2,0.95,0,0.9,0
4.11,1,220,2,0.7,2,0.69,3
4.5,1,787,2,0.79,2,0.88,3
2.9,1,893,2,0.75,4,0.77,2
4.83,1,207,2,0.88,2,0.7,3
4.09,1,456,2,0.76,1,0.84,3
4.6,1,176,2,0.61,0,0.8,0
4.38,1,878,2,0.97,4,0.63,2
3.41,1,82,1,0.76,2,0.63,0
5.0,1,225,0,0.66,3,0.71,1
4.91,0,643,2,0.87,2,0.64,3
4.42,1,868,2,0.64,4,0.67,2
3.44,0,390,2,0.8,4,0.91,2
4.87,0,743,0,0.67,0,0.75,1
4.81,1,476,2,0.94,4,0.88,2
3.15,1,575,2,0.73,2,0.83,4
4.28,1,931,2,0.86,1,0.95,3
4.94,1,40,2,0.97,3,0.76,4
4.54,2,483,2,0.97,3,0.76,4
3.2,0,950,2,0.65,1,0.78,3
4.8,0,668,0,0.74,2,0.74,1
4.43,0,378,2,0.68,2,0.9,3
4.96,0,576,0,0.64,1,0.72,1
3.37,1,410,1,0.95,3,0.88,0
4.91,0,943,0,0.83,1,0.89,1
3.73,0,459,2,0.74,4,0.67,2
3.0,1,465,2,0.64,4,0.93,2
4.98,0,368,0,0.67,4,0.79,1
2.99,0,196,0,0.63,3,0.97,0
4.79,1,268,2,0.68,4,0.81,2
4.9,1,119,2,0.83,1,0.73,3
4.6,3,895,2,0.78,3,0.91,4
2.6,1,814,2,0.7,4,0.74,2
4.72,1,597,2,0.66,2,0.66,3
5.0,0,134,0,0.73,3,0.73,1
4.81,0,455,0,0.83,1,0.81,1
3.87,0,883,1,0.88,2,0.62,0
4.09,0,761,2,0.96,4,0.9,2
4.59,1,393,1,0.62,0,0.63,0
4.27,0,114,2,0.63,1,0.91,3
2.68,2,515,0,0.67,1,0.64,0
4.78,0,833,2,0.97,4,0.65,2
2.57,2,635,0,0.98,2,0.9,0
3.16,3,425,0,0.84,4,0.91,0
2.74,2,228,2,0.71,3,0.67,4
4.86,1,875,2,0.84,2,0.97,3
4.83,0,857,0,0.85,2,0.84,1
3.89,0,811,2,0.75,4,0.67,2
4.95,1,670,0,0.61,2,0.78,1
4.84,0,821,0,0.86,2,0.75,1
4.33,0,969,2,0.71,4,0.71,2
2.83,1,86,2,0.96,4,0.74,2
3.91,1,178,2,0.87,3,0.65,4
4.85,0,850,1,0.97,1,0.92,0
3.92,0,487,2,0.73,2,0.67,3
2.71,1,23,2,0.67,2,0.85,4
4.98,0,572,0,0.63,0,0.92,1
2.54,1,578,2,0.97,1,0.84,4
4.88,0,758,0,0.75,3,0.63,1
4.41,1,771,2,0.79,2,0.64,3
3.35,1,649,1,0.68,4,0.75,0
3.94,3,269,0,0.84,2,0.87,0
4.89,0,440,0,0.98,1,0.97,1
4.67,3,813,1,0.6,4,0.85,0
4.16,3,823,2,0.91,1,0.85,4
4.44,0,231,2,0.96,3,0.63,4
3.98,0,678,2,0.68,1,0.62,3
4.83,0,653,0,0.93,2,0.83,1
4.51,1,940,2,0.71,2,0.89,3
4.03,1,547,2,0.68,1,0.87,3
4.73,2,104,1,0.78,1,0.78,0
3.71,1,218,2,0.93,3,0.86,4
3.4,1,81,2,0.62,1,0.95,4
4.68,0,874,2,0.91,2,0.87,3
3.03,2,802,2,0.68,3,0.9,4
4.83,0,799,0,0.7,1,0.86,1
4.92,0,141,0,0.73,0,0.99,1
2.66,1,791,2,0.63,4,0.73,2
3.35,1,645,2,0.88,2,0.9,4
4.14,0,279,2,0.86,2,0.95,3
3.06,0,954,2,0.88,4,0.73,2
4.9,1,440,0,0.69,4,0.79,1
3.07,2,472,2,0.95,3,0.6,4
4.09,3,496,2,0.72,3,0.97,4
3.86,2,20,2,0.88,3,0.98,4
4.89,0,830,0,0.7,2,0.63,1
3.52,3,123,0,0.71,0,0.83,0
2.85,1,187,2,0.89,1,0.69,4
3.42,1,953,2,0.89,4,0.79,2
2.81,1,157,2,0.81,4,0.69,2
4.51,0,695,2,0.69,4,0.85,2
3.69,0,669,2,0.81,1,0.67,3
4.34,3,92,2,0.89,3,0.75,4
4.99,1,554,0,0.86,4,0.92,1
4.36,1,923,2,0.61,1,0.93,3
4.27,1,767,2,0.91,2,0.72,3
4.6,0,374,2,0.98,0,0.67,0
4.26,1,74,2,0.62,1,0.91,3
4.63,0,974,2,0.8,4,0.82,2
4.82,1,49,0,0.92,2,0.74,0
4.3,0,382,0,0.68,1,0.76,0
4.3,1,818,2,0.86,1,0.69,3
4.64,3,317,1,0.93,3,0.7,0
4.25,1,258,2,0.86,4,0.82,2
2.72,0,174,2,0.63,4,0.82,2
3.35,0,482,2,0.94,4,0.93,2
4.06,1,225,2,0.94,0,0.64,0
4.01,0,895,2,0.79,1,0.67,3
4.81,0,166,0,0.68,1,0.62,1
4.87,0,73,0,0.85,2,0.76,1
3.0,1,585,2,0.97,1,0.68,4
3.44,2,46,2,0.86,4,0.64,4
3.51,1,242,1,0.79,4,0.97,0
4.25,1,886,2,0.81,1,0.95,3
2.89,1,42,2,0.86,1,0.76,4
4.45,1,153,1,0.69,1,0.81,0
4.87,0,201,0,0.84,2,0.66,1
3.17,1,817,2,0.86,4,0.66,2
4.23,1,158,2,0.75,1,0.75,3
4.91,0,915,0,0.95,4,0.63,1
3.22,0,959,2,0.96,2,0.83,3
3.92,1,778,2,0.97,4,0.88,2
4.74,1,290,2,0.78,2,0.9,3
2.64,1,959,2,0.95,4,0.67,2
3.12,2,396,2,0.6,1,0.66,4
3.91,0,589,1,0.96,0,0.65,0
2.88,1,923,2,0.91,4,0.84,2
3.73,0,233,2,0.73,1,0.7,3
4.97,0,33,0,0.78,2,0.84,0
4.57,1,605,2,0.74,2,0.8,3
4.9,0,826,0,0.74,2,0.74,1
4.21,1,104,2,0.63,1,0.61,3
4.3,2,962,2,0.67,3,0.76,4
3.88,2,159,0,0.65,3,0.92,0
2.63,3,991,2,0.92,4,0.71,4
4.93,0,217,0,0.9,2,0.94,1
3.57,0,485,2,0.99,3,0.99,4
4.92,1,779,0,0.72,1,0.66,1
4.89,0,129,0,0.81,2,0.81,1
4.24,0,413,2,0.67,2,0.67,3
2.88,2,683,0,0.98,0,0.69,0
3.75,1,955,2,0.95,2,0.76,4
4.86,0,959,0,0.72,2,0.7,1
4.86,0,154,0,0.81,0,0.88,1
3.03,2,483,1,0.98,0,0.87,0
4.44,1,668,0,0.8,3,0.93,0
3.35,1,664,2,0.8,2,0.76,4
4.41,2,744,2,0.66,0,0.82,4
4.02,1,764,2,0.65,2,0.69,3
4.34,1,903,2,0.96,3,0.78,4
3.95,3,822,1,0.99,2,0.89,0
3.55,0,882,2,0.9,4,0.67,2
3.78,0,931,1,0.64,0,0.79,0
3.46,1,513,2,0.78,4,0.68,2
4.91,0,496,2,0.71,1,0.62,3
4.23,0,926,1,0.91,3,0.92,0
3.55,3,826,2,0.99,3,0.9,4
3.59,0,716,2,0.65,4,0.75,2
4.51,3,267,1,0.84,0,0.72,0
4.88,1,698,0,0.82,0,0.96,1
4.23,0,497,2,0.91,4,0.97,2
4.95,0,993,0,0.85,2,0.68,1
4.8,1,116,0,0.77,0,0.99,1
3.71,3,741,1,0.79,4,0.74,0
4.48,3,456,2,0.91,0,0.64,4
4.75,3,704,2,0.92,3,0.61,4
4.94,0,42,0,0.78,0,0.8,0
4.65,0,322,2,0.96,4,0.84,2
3.67,0,866,1,0.79,3,0.94,0
3.67,0,177,2,0.74,4,0.92,2
3.5,1,500,2,0.6,4,0.65,2
2.73,0,231,1,0.94,4,0.75,0
3.95,1,740,2,0.86,1,0.99,4
3.53,3,664,1,0.67,3,0.68,0
4.82,0,314,0,0.61,2,0.63,1
3.64,0,971,2,0.76,1,0.96,3
3.93,0,104,2,0.66,2,0.81,3
4.19,1,208,2,0.82,2,0.92,3
4.81,0,392,0,0.77,0,0.71,1
4.36,0,693,2,0.63,2,0.75,3
4.59,1,515,2,0.8,2,0.93,3
4.71,1,92,2,0.87,4,0.62,2
4.54,2,333,2,0.63,2,0.98,4
2.73,1,45,1,0.66,0,0.96,0
2.51,1,121,2,0.76,4,0.63,2
4.83,1,559,2,0.95,2,0.75,3
3.98,3,963,2,0.96,3,0.6,4
4.72,1,670,2,0.68,1,0.73,3
4.85,0,133,0,0.8,2,0.84,1
4.73,1,726,2,0.84,4,0.6,2
3.74,1,113,2,0.62,4,0.69,2
4.43,1,460,2,0.63,4,0.84,2
2.8,0,923,2,0.96,4,0.96,2
3.57,2,719,0,0.93,4,0.98,0
4.06,1,91,2,0.85,4,0.91,2
3.83,0,794,2,0.92,3,0.64,4
2.87,3,687,2,0.97,3,0.87,4
4.48,0,293,2,0.95,1,0.92,3
2.71,0,898,1,0.67,0,0.98,0
3.47,0,261,2,0.79,4,0.94,2
3.21,0,889,0,0.94,0,0.94,0
2.65,1,174,2,0.87,4,0.67,2
4.17,1,167,2,0.91,3,0.97,4
4.41,1,855,2,0.82,2,0.76,3
3.23,1,369,1,0.74,3,0.84,0
4.86,0,727,0,0.7,2,0.85,1
3.32,1,591,2,0.62,3,0.83,0
4.81,0,427,0,0.91,4,0.83,1
2.88,0,678,2,0.65,3,0.96,0
3.1,0,436,1,0.91,1,0.77,0
4.52,1,720,2,0.99,1,0.66,3
4.81,1,757,0,0.64,2,0.66,1
3.5,2,69,1,0.89,4,0.81,0
4.93,1,823,0,0.74,1,0.97,1
3.9,3,131,1,0.87,2,0.93,0
3.03,2,272,2,0.98,3,0.7,4
4.89,0,892,0,0.62,0,0.77,1
4.56,2,757,2,0.88,3,0.96,4
2.79,0,613,2,0.75,4,0.8,2
4.09,1,728,2,0.89,4,0.88,2
4.81,0,956,0,0.68,3,0.79,1
4.48,2,855,1,0.67,3,0.65,0
2.84,0,543,0,0.76,0,0.65,0
4.39,1,338,2,0.78,1,0.61,3
4.81,3,41,0,0.76,4,0.65,0
3.22,1,386,2,0.63,4,0.7,2
4.89,0,104,0,0.64,1,0.98,1
3.39,3,929,1,0.71,4,0.8,0
3.85,0,95,2,0.73,2,0.73,3
4.69,0,173,2,0.65,4,0.92,2
4.7,1,275,2,0.93,2,0.98,3
2.99,2,427,2,0.78,4,0.82,4
4.06,0,267,2,0.7,4,0.69,2
4.14,1,591,2,0.83,2,0.95,3
4.18,1,94,2,0.74,4,0.7,2
3.36,2,307,2,0.85,2,0.73,4
4.01,1,212,2,0.71,2,0.62,3
4.99,0,731,0,0.61,1,0.83,1
4.03,3,477,2,0.9,1,0.93,4
4.79,1,111,2,0.64,2,0.87,3
3.2,0,696,2,0.71,4,0.98,2
4.69,0,814,2,0.67,0,0.77,0
2.56,1,113,2,0.68,1,0.97,4
3.94,1,27,1,0.71,0,0.63,0
4.1,1,863,2,0.87,1,0.63,3
4.97,1,748,0,0.79,2,0.63,1
4.93,0,400,0,0.62,1,0.78,1
3.16,2,679,2,0.87,3,0.66,4
4.12,1,406,2,0.74,1,0.92,3
4.3,1,108,2,0.74,2,0.62,3
4.55,1,568,2,0.86,4,0.96,2
2.96,1,413,2,0.67,4,0.65,2
4.99,0,270,0,0.87,3,0.68,1
3.5,0,257,2,0.6,0,0.68,0
4.09,1,855,2,0.63,4,0.72,2
4.9,0,440,0,0.75,1,0.74,1
4.59,0,783,2,0.62,4,0.71,2
4.08,2,22,1,0.67,3,0.97,0
4.8,0,730,0,0.92,1,0.98,1
4.99,0,968,0,0.61,4,0.96,1
4.94,0,887,0,0.75,2,0.97,1
3.55,1,960,2,0.93,3,0.87,4
3.56,0,890,2,0.94,4,0.66,2
4.84,0,757,0,0.79,3,0.67,1
3.09,0,919,2,0.71,2,0.63,3
4.8,0,253,0,0.83,1,0.65,1
4.3,0,970,2,0.63,3,0.83,0
4.88,0,26,0,0.93,0,0.86,0
4.61,1,376,2,0.85,1,0.7,3
4.16,1,821,2,0.9,2,0.75,3
4.16,1,51,2,0.71,0,0.96,0
4.64,0,849,2,0.97,3,0.94,4
4.91,0,981,0,0.72,3,0.88,1
4.92,0,447,0,0.66,3,0.79,1
2.88,2,883,2,0.98,3,0.85,4
2.66,1,657,2,0.79,4,0.77,2
4.89,1,812,2,0.63,2,0.8,3
4.93,1,67,0,0.85,0,0.89,1
4.89,0,674,0,0.83,3,0.89,1
4.01,0,294,1,0.86,0,0.87,0
3.06,1,334,2,0.87,4,0.89,2
4.79,1,802,2,0.7,2,0.9,3
3.72,1,834,2,0.82,4,0.93,2
2.99,3,232,1,0.66,0,0.62,0
3.11,0,47,0,0.72,4,0.93,0
3.32,0,726,2,0.78,1,0.64,3
4.57,0,947,2,0.89,1,0.85,3
4.84,0,559,0,0.61,4,0.78,1
4.04,1,877,2,0.72,4,0.65,2
3.88,2,201,1,0.66,2,0.83,0
2.54,0,103,2,0.69,2,0.85,3
4.9,0,794,0,0.74,1,0.66,1
2.61,1,635,1,0.93,2,0.79,0
3.33,0,336,2,0.92,3,0.91,4
4.26,0,983,2,0.73,4,0.89,2
4.34,2,23,1,0.84,4,0.93,0
4.49,1,891,2,0.67,2,0.66,3
4.84,0,652,0,0.96,0,0.61,1
2.73,0,328,2,0.81,1,0.67,3
2.82,0,458,2,0.69,1,0.96,3
4.22,0,115,2,0.7,3,0.61,0
4.88,0,484,0,0.67,2,0.76,1
3.89,0,169,1,0.73,1,0.96,0
4.99,1,843,0,0.65,2,0.76,1
4.4,1,38,2,0.82,4,0.64,2
4.85,1,113,2,0.64,4,0.75,2
3.95,2,774,2,0.64,1,0.79,4
4.95,1,719,2,0.85,1,0.9,3
2.86,0,296,2,0.72,2,0.95,3
4.76,1,14,2,0.97,4,0.73,2
4.95,1,18,0,0.67,3,0.71,0
3.52,0,770,2,0.74,4,0.61,2
4.29,2,777,1,0.91,1,0.78,0
4.06,1,324,2,0.75,3,0.98,0
4.72,1,349,1,0.62,4,0.86,0
4.82,0,937,0,0.63,3,0.82,1
4.96,0,370,0,0.79,1,0.97,1
3.44,0,436,2,0.87,4,0.66,2
3.29,1,598,2,0.93,2,0.97,4
2.89,1,247,2,0.73,2,0.88,4
3.01,0,673,1,0.74,2,0.62,0
4.9,2,34,0,0.71,1,0.86,0
4.54,0,905,2,0.92,2,0.75,3
4.27,0,973,2,0.98,4,0.9,2
3.1,1,984,2,0.89,2,0.69,4
4.34,0,607,2,0.9,2,0.61,3
4.3,0,122,2,0.72,1,0.69,3
4.86,0,411,0,0.69,1,0.77,1
3.49,0,211,2,0.86,3,0.83,4
4.65,0,677,2,0.65,4,0.79,2
3.66,0,700,2,0.83,4,0.87,2
3.54,1,384,2,0.67,4,0.65,2
3.95,1,817,2,0.8,4,0.75,2
2.91,1,428,0,0.66,3,0.69,0
4.89,0,417,0,0.64,0,0.95,1
4.9,0,407,0,0.62,2,0.94,1
3.59,0,478,2,0.71,4,0.92,2
2.95,1,377,2,0.79,4,0.81,2
3.85,1,474,2,0.95,4,0.84,2
3.95,0,258,2,0.86,1,0.65,3
4.41,3,787,1,0.81,3,0.95,0
2.52,0,717,2,0.72,2,0.83,3
3.21,1,343,2,0.87,4,0.72,2
4.33,1,707,2,0.93,2,0.82,3
2.87,2,443,2,0.95,3,0.69,4
4.49,1,822,2,0.77,1,0.84,3
4.16,3,19,2,0.76,0,0.93,4
3.42,0,689,2,0.78,1,0.94,3
4.74,1,343,2,0.91,1,0.8,3
4.11,0,548,2,0.98,2,0.69,3
3.57,1,737,2,0.98,4,0.69,2
4.7,1,905,2,0.67,1,0.73,3
4.01,0,228,2,0.94,4,0.84,2
4.91,0,862,0,0.87,0,0.69,1
4.1,0,165,2,0.85,2,0.87,3
3.63,1,124,1,0.71,4,0.67,0
4.57,1,586,1,0.72,2,0.83,0
4.15,1,428,2,0.91,4,0.65,2
2.97,2,208,1,0.81,1,0.94,0
2.81,0,95,2,0.63,1,0.76,3
3.41,0,232,2,0.66,2,0.88,3
3.48,1,228,2,0.61,1,0.72,4
4.78,1,371,2,0.71,4,0.81,2
3.41,3,967,0,0.84,4,0.97,0
4.99,1,345,0,0.91,2,0.79,1
3.49,1,422,1,0.61,1,0.6,0
3.08,0,948,2,0.6,4,0.8,2
4.82,1,773,0,0.63,4,0.87,1
2.98,0,494,2,0.9,4,0.75,2
3.65,0,220,2,0.68,1,0.74,3
4.99,0,506,0,0.98,4,0.77,1
2.74,2,792,2,0.88,3,0.98,4
3.82,3,878,0,0.7,3,0.65,0
4.34,0,509,2,0.62,2,0.92,3
3.53,0,871,2,0.79,4,0.89,2
4.38,0,11,2,0.77,2,0.71,3
4.87,0,605,0,0.71,1,0.94,1
2.6,1,664,2,0.64,4,0.96,2
4.91,1,924,0,0.94,1,0.81,1
4.95,0,423,0,0.65,0,0.84,1
3.86,0,165,2,0.94,2,0.63,3
4.75,1,243,2,0.74,1,0.72,3
2.55,1,430,2,0.79,4,0.91,2
4.89,0,986,0,0.7,4,0.74,1
4.04,1,253,1,0.87,0,0.68,0
4.95,0,49,2,0.64,1,0.88,3
2.72,2,567,0,0.98,1,0.86,0
3.47,0,127,2,0.74,4,0.84,2
4.6,1,442,2,0.94,4,0.61,2
3.03,1,222,2,0.85,4,0.75,2
2.52,1,193,2,0.62,4,0.98,2
3.48,1,232,2,0.63,3,0.81,0
2.73,3,260,2,0.97,3,0.91,4
3.01,0,390,2,0.75,1,0.66,3
4.95,0,741,0,0.71,0,0.94,1
4.85,0,180,0,0.96,1,0.81,1
2.54,0,829,2,0.67,4,0.86,2
5.0,0,931,0,0.96,2,0.89,1
4.37,1,527,2,0.7,4,0.66,2
4.94,1,15,0,0.61,1,0.8,0
4.42,0,167,1,0.86,2,0.94,0
3.41,0,347,1,0.93,1,0.64,0
2.75,1,210,2,0.65,4,0.64,2
4.92,0,807,0,0.9,3,0.72,1
2.76,0,519,2,0.87,4,0.81,2
3.24,1,372,2,0.68,4,0.84,2
4.09,3,374,1,0.88,4,0.66,0
4.2,1,197,2,0.94,2,0.85,3
2.5,0,650,2,0.93,2,0.71,3
4.85,0,984,0,0.9,2,0.61,1
4.14,1,520,2,0.97,4,0.73,2
4.93,0,564,0,0.78,4,0.73,1
4.63,3,373,2,0.6,2,0.64,4
4.58,0,589,2,0.84,1,0.85,3
3.01,3,894,2,0.89,1,0.71,4
3.93,0,43,2,0.9,4,0.61,2
3.49,0,922,2,0.64,4,0.84,2
4.27,1,637,2,0.67,2,0.72,3
4.74,3,174,1,0.93,0,0.67,0
4.99,0,63,0,0.62,0,0.98,1
4.81,0,684,0,0.7,4,0.68,1
2.84,0,264,2,0.79,4,0.65,2
4.49,0,612,2,0.96,3,0.71,4
4.9,2,21,0,0.75,4,0.95,0
4.31,0,588,2,0.7,1,0.94,3
4.71,0,728,2,0.95,1,0.8,3
2.97,3,286,2,0.96,0,0.93,4
4.25,1,300,2,0.8,4,0.89,2
3.23,3,714,1,0.9,2,0.63,0
4.18,1,144,2,0.8,4,0.84,2
4.58,2,62,2,0.88,3,0.66,4
3.58,1,126,2,0.63,4,0.72,2
4.93,0,274,0,0.82,1,0.7,1
4.33,2,197,2,0.73,0,0.73,4
4.98,0,438,0,0.67,3,0.63,1
4.85,0,386,0,0.79,2,0.71,1
4.31,0,821,1,0.92,0,0.71,0
4.7,3,413,2,0.61,0,0.98,4
4.44,1,362,2,0.62,3,0.6,0
4.58,0,439,2,0.83,1,0.63,3
3.38,2,388,1,0.88,1,0.67,0
3.94,3,593,1,0.83,4,0.73,0
4.67,3,998,2,0.97,3,0.63,4
3.29,1,466,1,0.79,2,0.82,0
4.84,3,40,0,0.95,1,0.9,0
4.87,0,709,0,0.67,4,0.98,1
4.89,1,214,0,0.94,3,0.9,1
3.81,0,581,2,0.95,3,0.77,4
3.06,0,596,2,0.76,4,0.67,2
4.08,1,765,2,0.88,4,0.67,2
3.5,1,18,2,0.75,4,0.8,2
4.49,2,707,1,0.71,3,0.93,0
4.57,0,901,2,0.8,4,0.79,2
3.65,0,411,2,0.72,4,0.83,2
3.53,3,314,2,0.76,4,0.66,4
3.17,0,548,1,0.77,2,0.63,0
2.79,2,587,2,0.95,0,0.62,4
4.35,2,406,2,0.8,4,0.84,4
3.31,0,32,2,0.78,2,0.61,3
4.14,2,273,2,0.95,4,0.68,4
4.84,0,743,0,0.68,4,0.64,1
2.66,3,189,2,0.87,3,0.88,4
2.52,2,569,2,0.66,4,0.97,4
2.65,3,727,0,0.73,2,0.93,0
2.63,1,478,2,0.81,4,0.72,2
3.05,3,489,1,0.78,2,0.88,0
4.91,1,160,0,0.84,3,0.95,1
3.11,1,511,2,0.72,1,0.75,4
4.82,1,104,2,0.68,2,0.81,3
3.3,1,326,2,0.87,1,0.92,4
2.96,3,689,2,0.94,0,0.82,4
4.79,1,642,0,0.89,0,0.77,0
3.34,2,677,2,0.88,2,0.7,4
2.54,3,149,2,0.91,4,0.99,4
3.53,1,948,1,0.84,0,0.62,0
4.41,2,103,2,0.76,2,0.74,4
4.9,0,501,0,0.94,4,0.95,1
4.26,1,856,2,0.71,2,0.69,3
3.92,0,996,2,0.7,1,0.88,3
2.92,0,234,1,0.61,0,0.64,0
3.65,1,876,2,0.76,4,0.73,2
3.92,3,46,2,0.82,1,0.71,4
3.64,1,637,2,0.97,4,0.78,2
4.55,1,430,2,0.67,1,0.74,3
4.91,0,417,0,0.84,1,0.7,1
3.77,2,515,2,0.63,1,0.86,4
4.27,0,275,2,0.93,2,0.71,3
2.54,1,102,2,0.62,4,0.67,2
3.95,2,728,2,0.84,0,0.8,4
2.84,0,810,2,0.74,4,0.98,2
4.18,0,768,2,0.7,4,0.94,2
3.77,0,579,2,0.89,4,0.86,2
4.43,1,759,2,0.92,2,0.94,3
4.98,0,743,0,0.96,0,0.94,1
3.52,1,336,2,0.73,4,0.75,2
4.68,3,605,1,0.83,2,0.65,0
4.21,1,259,2,0.68,2,0.97,3
3.93,0,653,1,0.91,3,0.93,0
4.83,0,313,0,0.8,4,0.83,1
4.32,1,762,2,0.99,4,0.71,2
4.37,3,507,2,0.88,3,0.75,4
3.86,0,737,2,0.73,4,0.91,2
4.03,1,504,2,0.93,4,0.91,2
3.14,0,315,2,0.7,3,0.72,0
4.92,0,225,0,0.83,4,0.88,1
4.92,0,578,0,0.78,1,0.71,1
4.77,0,640,2,0.76,4,0.72,2
3.49,1,88,2,0.9,4,0.92,2
2.84,1,627,2,0.92,0,0.8,0
4.89,0,887,0,0.74,3,0.9,1
2.63,1,834,2,0.79,4,0.68,2
3.91,2,744,2,0.72,3,0.98,4
4.21,0,287,2,0.91,3,0.94,4
4.18,0,78,2,0.66,0,0.85,0
4.14,0,378,2,0.79,4,0.62,2
4.44,0,352,2,0.91,1,0.79,3
3.78,1,24,2,0.94,2,0.67,4
4.98,0,278,0,0.76,4,0.67,1
2.68,1,551,2,0.75,2,0.99,4
3.56,1,550,2,0.88,1,0.94,4
4.96,0,183,0,0.67,2,0.72,1
4.99,0,947,0,0.63,2,0.98,1
3.81,0,357,2,0.63,4,0.85,2
3.5,0,518,2,0.92,4,0.84,2
3.99,2,947,1,0.97,0,0.69,0
3.3,1,279,2,0.72,1,0.68,4
4.83,0,697,0,0.77,3,0.91,1
3.19,0,254,2,0.79,1,0.94,3
4.29,3,30,2,0.98,3,0.9,4
2.8,1,11,2,0.65,1,0.69,4
4.99,0,559,0,0.78,1,0.86,1
3.66,1,842,2,0.63,2,0.88,4
3.79,1,515,1,0.99,0,0.91,0
4.85,0,727,0,0.82,2,0.69,1
4.07,1,166,2,0.64,4,0.96,2
2.5,1,375,2,0.72,4,0.97,2
4.91,1,347,0,0.95,4,0.95,1
3.94,0,214,2,0.68,1,0.84,3
2.94,1,17,2,0.78,0,0.81,0
3.14,0,279,2,0.92,4,0.98,2
4.0,1,139,2,0.67,4,0.69,2
4.03,0,514,2,0.87,3,0.99,4
3.56,0,388,2,0.85,4,0.89,2
3.32,1,486,2,0.81,4,0.72,2
4.48,1,817,2,0.66,2,0.68,3
4.9,2,545,2,0.9,3,0.77,4
4.92,0,65,0,0.88,1,0.92,1
4.11,0,788,2,0.7,4,0.84,2
