current_rating,previous_warnings,trips_count,sentiment_pred,sentiment_confidence,category_pred,category_confidence,decision
4.06,2,555,2,0.69,0,0.85,4
4.52,1,202,2,0.63,4,0.88,2
3.01,0,271,2,0.97,2,0.73,3
4.37,1,284,2,0.66,1,0.89,3
4.99,0,656,0,0.8,4,0.62,1
4.95,0,606,0,0.72,4,0.95,1
4.89,0,428,0,0.68,0,0.61,1
2.93,3,655,0,0.64,4,0.73,0
3.03,1,205,2,0.8,1,0.98,4
2.95,2,870,1,0.92,4,0.72,0
4.85,0,587,0,0.75,4,0.75,1
4.26,0,248,2,0.64,4,0.63,2
3.71,1,687,2,0.66,1,0.97,4
3.07,0,82,2,0.76,3,0.71,0
4.9,1,655,2,0.86,1,0.95,3
3.14,1,707,2,0.89,4,0.65,2
2.88,1,477,2,0.94,4,0.74,2
3.27,0,382,2,0.93,0,0.62,0
3.06,3,781,0,0.91,1,0.91,0
3.26,1,776,2,0.72,4,0.92,2
3.56,0,924,2,0.82,4,0.63,2
4.65,1,515,2,0.62,2,0.68,3
4.25,1,877,2,0.87,3,0.94,4
3.68,0,990,2,0.79,3,0.63,0
3.44,1,123,2,0.73,2,0.67,4
2.56,1,183,2,0.92,3,0.82,4
4.62,1,634,2,0.92,3,0.82,4
2.66,1,55,2,0.87,1,0.85,4
3.88,1,810,2,0.71,4,0.78,2
4.43,3,846,0,0.92,0,0.98,0
2.6,0,695,2,0.69,4,0.86,2
3.75,1,970,2,0.86,2,0.66,4
4.03,0,221,2,0.86,1,0.65,3
2.99,0,650,2,0.65,3,0.86,0
3.39,2,431,1,0.74,1,0.7,0
3.42,1,128,2,0.95,3,0.85,4
4.86,0,185,0,0.98,2,0.76,1
3.69,2,446,2,0.88,4,0.85,4
3.7,0,552,2,0.83,1,0.93,3
3.0,0,659,2,0.82,4,0.75,2
4.97,0,439,0,0.87,0,0.95,1
4.18,1,816,2,0.65,2,0.8,3
4.33,0,200,2,0.66,2,0.66,3
4.92,0,877,0,0.62,1,0.95,1
3.51,0,819,2,0.93,4,0.96,2
2.52,0,263,2,0.6,2,0.96,3
3.93,2,330,2,0.61,2,0.75,4
2.74,2,358,2,0.95,1,0.99,4
3.72,1,530,2,0.7,4,0.63,2
2.77,2,76,1,0.66,1,0.9,0
4.31,0,262,2,0.97,1,0.93,3
4.86,0,837,0,0.63,1,0.92,1
4.1,1,764,2,0.69,2,0.73,3
4.19,1,325,2,0.63,4,0.88,2
3.46,1,541,2,0.9,4,0.89,2
4.78,0,636,2,0.69,1,0.87,3
3.65,1,546,2,0.83,2,0.92,4
2.71,1,782,2,0.78,4,0.68,2
3.44,1,446,2,0.89,0,0.64,0
2.73,2,904,1,0.73,0,0.6,0
4.62,2,472,1,0.92,2,0.68,0
2.74,0,734,2,0.61,4,0.73,2
4.82,0,288,0,0.81,2,0.6,1
3.4,1,814,2,0.9,1,0.94,4
3.69,1,434,2,0.82,0,0.99,0
4.02,0,25,2,0.95,3,0.94,4
4.75,1,408,2,0.71,2,0.73,3
2.93,0,415,2,0.72,4,0.63,2
3.87,0,876,2,0.7,4,0.77,2
2.97,0,172,0,0.9,2,0.69,0
2.79,0,330,2,0.85,2,0.79,3
4.36,1,655,2,0.62,1,0.91,3
2.86,1,370,2,0.82,4,0.76,2
4.84,2,326,2,0.93,3,0.75,4
3.67,0,105,2,0.85,1,0.73,3
4.94,0,921,0,0.87,1,0.76,1
4.36,1,248,2,0.91,1,0.81,3
4.16,0,184,2,0.97,4,0.68,2
3.48,1,836,2,0.91,2,0.62,4
3.6,3,346,1,0.63,2,0.99,0
4.21,1,884,2,0.92,4,0.98,2
4.45,0,565,2,0.63,4,0.65,2
4.96,0,365,0,0.88,3,0.81,1
3.5,1,18,2,0.64,0,0.93,0
4.8,0,437,0,0.87,1,0.79,1
4.06,1,554,2,0.86,2,0.89,3
3.65,2,792,0,0.92,4,0.87,0
2.68,0,113,2,0.91,1,0.75,3
4.18,1,366,2,0.98,3,0.86,4
4.83,1,378,2,0.61,2,0.9,3
3.02,0,834,2,0.82,4,0.91,2
4.84,1,557,0,0.78,4,0.83,1
4.5,0,789,2,0.84,1,0.89,3
2.89,2,752,1,0.92,1,0.97,0
3.41,1,363,2,0.67,4,0.96,2
2.58,1,104,2,0.93,2,0.69,4
4.04,0,821,1,0.98,0,0.81,0
3.75,2,973,2,0.7,3,0.73,4
3.96,0,443,2,0.77,4,0.97,2
4.82,0,341,0,0.71,3,0.9,1
3.5,1,460,2,0.66,4,0.84,2
3.48,3,428,1,0.87,3,0.88,0
4.54,1,705,2,0.87,3,0.93,4
4.87,0,247,0,0.92,4,0.67,1
4.99,0,386,0,0.78,3,0.83,1
4.88,0,579,0,0.68,3,0.68,1
3.08,2,374,2,0.7,0,0.83,4
4.85,1,530,2,0.87,1,0.89,3
3.74,0,77,2,0.82,4,0.8,2
4.81,1,153,2,0.83,2,0.73,3
2.94,2,834,2,0.87,4,0.62,4
4.58,1,483,0,0.7,1,0.62,0
2.81,1,575,2,0.63,2,0.69,4
4.81,0,155,0,0.61,1,0.62,1
2.93,0,854,1,0.76,1,0.81,0
3.93,1,116,1,0.75,4,0.84,0
4.36,0,957,1,0.71,3,0.69,0
4.21,1,34,2,0.81,1,0.93,3
3.83,1,165,2,0.66,4,0.87,2
4.85,0,488,0,0.63,2,0.98,1
4.55,2,434,2,0.97,3,0.96,4
4.85,0,109,0,0.85,1,0.99,1
4.81,0,625,0,0.86,3,0.69,1
4.33,1,916,2,0.79,2,0.76,3
4.55,0,625,2,0.84,2,0.75,3
4.58,0,584,2,0.95,1,0.7,3
3.53,3,431,2,0.84,0,0.71,4
3.5,0,370,2,0.77,2,0.65,3
3.9,0,734,2,0.66,4,0.93,2
3.33,2,416,2,0.63,0,0.64,4
4.93,0,247,0,0.95,0,0.87,1
3.25,3,666,1,0.73,0,0.8,0
4.85,1,898,0,0.94,0,0.69,1
4.02,1,764,2,0.97,1,0.88,3
4.47,0,381,2,0.72,3,0.74,0
4.44,1,903,2,0.86,4,0.96,2
4.87,0,14,0,0.89,1,0.68,0
3.01,1,751,2,0.63,4,0.75,2
4.77,1,581,2,0.67,2,0.89,3
3.22,1,207,2,0.75,1,0.73,4
4.19,1,825,2,0.94,3,0.61,4
4.93,0,813,0,0.65,4,0.69,1
4.96,1,955,0,0.97,2,0.97,1
4.88,1,82,2,0.79,1,0.71,3
3.74,3,553,2,0.97,3,0.62,4
4.89,0,733,0,0.9,4,0.8,1
4.05,1,261,2,0.68,1,0.62,3
4.91,0,830,0,0.69,3,0.87,1
4.94,0,47,0,0.87,2,0.97,0
3.28,0,724,2,0.7,4,0.66,2
3.58,1,598,2,0.61,4,0.81,2
3.58,3,796,2,0.8,0,0.8,4
4.28,1,112,2,0.76,2,0.62,3
4.81,0,157,0,0.93,4,0.6,1
3.73,2,61,1,0.95,2,0.7,0
4.8,0,515,0,0.65,2,0.67,1
4.58,3,275,1,0.89,2,0.9,0
4.57,1,400,2,0.68,0,0.75,0
4.85,1,20,0,0.94,0,0.67,0
3.89,3,274,1,0.99,2,0.9,0
3.81,0,334,2,0.61,4,0.63,2
3.84,3,475,0,0.9,3,0.67,0
4.92,0,286,0,0.73,4,0.8,1
4.4,1,859,2,0.74,2,0.64,3
4.84,1,610,0,0.97,4,0.96,1
4.22,0,359,2,0.83,4,0.96,2
3.47,2,712,0,0.97,4,0.85,0
2.82,0,352,2,0.78,1,0.97,3
4.13,0,908,2,0.9,4,0.95,2
4.95,0,545,0,0.67,2,0.75,1
4.43,1,944,2,0.64,1,0.75,3
3.63,2,390,1,0.77,0,0.82,0
3.43,2,770,1,0.9,4,0.84,0
4.83,0,17,0,0.89,1,0.71,0
4.53,2,394,1,0.84,1,0.82,0
3.39,3,477,2,0.72,1,0.99,4
3.94,3,91,2,0.65,0,0.82,4
3.58,1,739,0,0.73,2,0.63,0
4.84,0,863,0,0.94,2,0.62,1
4.23,0,609,0,0.87,0,0.74,0
3.87,1,795,2,0.98,2,0.72,4
3.59,0,362,2,0.71,4,0.77,2
3.44,2,982,2,0.89,2,0.92,4
4.0,0,179,2,0.83,1,0.63,3
3.75,0,487,2,0.77,3,0.8,0
2.53,2,590,2,0.89,3,0.76,4
3.28,0,361,2,0.95,4,0.96,2
4.67,0,684,2,0.63,0,0.8,0
3.14,1,247,2,0.64,4,0.68,2
4.93,1,440,0,0.84,1,0.98,1
4.44,0,704,2,0.97,2,0.6,3
4.54,2,22,0,0.96,1,0.75,0
4.12,1,287,2,0.61,3,0.63,0
4.94,0,617,0,0.73,3,0.83,1
4.54,0,646,2,0.94,3,0.95,4
4.78,2,553,0,0.78,4,0.77,0
3.95,0,531,2,0.61,4,0.73,2
4.85,0,863,0,0.77,4,0.65,1
2.53,2,730,2,0.69,2,0.79,4
3.62,0,646,2,0.76,2,0.81,3
2.63,0,128,2,0.74,4,0.83,2
3.94,0,625,2,0.67,2,0.66,3
4.78,2,749,1,0.65,4,0.72,0
4.34,3,431,2,0.92,3,0.66,4
3.58,0,905,0,0.61,0,0.84,0
4.92,0,856,0,0.87,1,0.82,1
3.96,1,913,1,0.78,2,0.73,0
4.48,1,441,2,0.71,2,0.65,3
4.77,0,319,0,0.72,1,0.68,0
4.94,0,740,0,0.81,4,0.89,1
2.54,0,716,2,0.89,3,0.91,4
2.93,2,695,2,0.87,3,0.92,4
3.66,2,674,2,0.9,3,0.74,4
4.06,3,151,2,0.74,1,0.96,4
4.68,3,243,2,0.65,1,0.85,4
3.63,1,866,2,0.76,1,0.72,4
2.88,1,125,2,0.76,3,0.77,0
4.84,0,757,0,0.62,2,0.66,1
3.56,1,804,2,0.97,4,0.74,2
4.89,1,56,0,0.75,1,0.92,1
4.71,0,959,2,0.73,2,0.95,3
3.77,1,200,2,0.78,4,0.81,2
4.8,1,172,2,0.96,3,0.78,4
4.19,1,677,2,0.96,2,0.92,3
3.42,0,797,2,0.88,4,0.76,2
2.7,1,209,2,0.62,4,0.75,2
4.21,3,318,2,0.98,0,0.87,4
4.99,0,309,0,0.6,3,0.66,1
4.25,1,673,0,0.95,1,0.7,0
3.64,0,889,2,0.96,3,0.85,4
3.82,1,196,2,0.74,2,0.65,4
3.1,0,188,0,0.97,3,0.82,0
4.85,0,345,0,0.82,1,0.83,1
4.21,1,120,2,0.65,2,0.83,3
3.4,3,590,2,0.94,3,0.72,4
2.8,2,375,2,0.95,0,0.86,4
4.1,1,983,2,0.78,2,0.75,3
4.33,0,751,2,0.67,0,0.76,0
4.78,0,667,2,0.86,2,0.89,3
3.45,1,890,2,0.99,4,0.9,2
4.95,1,353,0,0.64,3,0.65,1
4.84,0,788,0,0.75,3,0.64,1
4.97,0,950,0,0.76,0,0.95,1
4.9,0,232,0,0.72,1,0.75,1
4.96,0,836,0,0.93,4,0.63,1
2.73,1,822,0,0.65,0,0.92,0
4.81,0,467,0,0.95,1,0.75,1
3.46,0,858,2,0.71,2,0.65,3
2.88,2,42,2,0.97,3,0.9,4
3.16,3,299,0,0.63,1,0.96,0
4.87,0,908,0,0.82,4,0.82,1
3.05,2,346,1,0.64,2,0.96,0
2.76,0,140,1,0.91,2,0.64,0
3.51,1,147,2,0.93,4,0.63,2
3.27,2,567,2,0.65,3,0.92,4
3.56,1,430,2,0.92,2,0.91,4
3.51,0,434,2,0.82,2,0.61,3
3.54,2,417,1,0.61,1,0.92,0
4.86,2,10,0,0.69,3,0.67,0
3.53,1,824,2,0.86,4,0.63,2
4.55,1,748,2,0.88,3,0.92,4
3.26,0,680,2,0.8,2,0.89,3
4.82,1,713,2,0.88,4,0.88,2
3.12,2,284,1,0.94,2,0.72,0
2.81,0,418,2,0.94,3,0.68,4
2.81,3,618,2,0.88,3,0.91,4
2.79,0,480,2,0.96,0,0.94,0
4.24,1,558,2,0.66,4,0.92,2
3.19,1,881,2,0.88,3,0.89,4
4.9,0,895,0,0.7,0,0.68,1
3.47,1,663,2,0.97,4,0.64,2
4.54,3,858,2,0.65,4,0.7,4
2.53,0,928,2,0.95,4,0.65,2
4.82,0,927,0,0.96,3,0.75,1
2.69,1,878,2,0.84,2,0.7,4
3.04,0,607,2,0.83,2,0.62,3
4.84,0,728,0,0.68,0,0.74,1
3.03,1,720,0,0.88,0,0.76,0
4.0,3,743,0,0.64,1,0.6,0
2.65,2,360,1,0.69,4,0.62,0
4.89,0,115,0,0.72,0,0.77,1
4.69,1,739,2,0.93,3,0.85,4
4.1,3,648,2,0.8,2,0.83,4
3.24,1,624,2,0.89,1,0.87,4
4.77,0,258,2,0.92,2,0.85,3
2.56,2,172,2,0.96,3,0.87,4
4.77,1,637,2,0.71,4,0.71,2
4.65,0,534,2,0.91,4,0.63,2
3.96,3,610,2,0.75,0,0.84,4
4.81,3,43,0,0.79,0,0.78,0
4.48,2,572,2,0.72,2,0.94,4
2.72,3,704,0,0.71,4,0.94,0
3.56,1,612,2,0.61,2,0.79,4
3.1,1,877,2,0.6,4,0.74,2
2.91,1,599,2,0.76,1,0.89,4
4.83,0,506,0,0.98,4,0.8,1
4.83,0,89,0,0.61,2,0.69,1
4.58,0,663,2,0.93,3,0.95,4
4.26,0,742,2,0.89,3,0.98,4
4.64,2,826,2,0.99,3,0.82,4
4.17,0,588,2,0.85,1,0.8,3
2.96,1,876,2,0.81,4,0.93,2
3.78,0,348,2,0.94,4,0.76,2
4.95,0,413,0,0.82,0,0.65,1
4.91,0,779,0,0.73,2,0.69,1
4.82,1,89,2,0.89,3,0.93,4
4.84,1,101,2,0.78,2,0.64,3
4.94,1,480,0,0.6,4,0.61,1
3.36,0,661,2,0.65,2,0.69,3
3.94,1,762,2,0.66,4,0.91,2
4.98,0,498,0,0.71,2,0.97,1
4.88,0,939,0,0.63,0,0.87,1
4.01,0,982,2,0.75,4,0.92,2
3.36,0,444,2,0.9,3,0.87,4
4.9,0,556,0,0.68,3,0.77,1
2.91,0,754,2,0.82,4,0.75,2
3.06,1,722,2,0.79,0,0.67,0
4.02,1,231,2,0.71,1,0.73,3
2.62,2,58,2,0.93,2,0.94,4
4.29,1,242,2,0.73,4,0.77,2
4.83,0,788,0,0.64,2,0.87,1
4.96,1,697,0,0.94,1,0.89,1
2.91,3,102,1,0.91,2,0.94,0
4.7,0,760,2,0.83,3,0.9,0
4.4,1,349,2,0.63,2,0.94,3
4.82,1,731,0,0.74,3,0.8,1
3.97,1,668,2,0.69,2,0.93,4
3.88,0,847,2,0.98,1,0.81,3
4.84,0,471,0,0.95,3,0.96,1
2.88,1,680,2,0.73,4,0.76,2
3.02,3,445,0,0.9,4,0.72,0
3.94,0,61,1,0.71,4,0.94,0
2.84,0,963,0,0.82,3,0.69,0
3.17,2,15,2,0.96,0,0.93,4
4.84,0,312,0,0.8,0,0.87,1
4.93,0,432,0,0.95,0,0.62,1
4.63,1,232,1,0.83,3,0.78,0
3.88,1,109,2,0.8,3,0.66,0
2.65,0,369,1,0.94,4,0.68,0
4.86,1,37,0,0.84,0,0.65,0
4.96,1,66,0,0.74,0,0.75,1
4.51,0,837,2,0.95,4,0.72,2
3.04,0,989,2,0.65,4,0.61,2
3.93,0,703,2,0.68,4,0.87,2
4.97,0,486,0,0.9,1,0.97,1
4.87,0,360,0,0.93,1,0.64,1
4.97,0,911,0,0.8,4,0.83,1
4.2,2,710,1,0.92,0,0.85,0
2.69,0,459,2,0.81,4,0.75,2
2.52,0,734,2,0.94,4,0.65,2
4.62,0,549,2,0.69,4,0.7,2
4.81,0,166,0,0.8,2,0.83,1
3.61,0,505,2,0.96,3,0.91,4
2.8,1,987,2,0.81,2,0.79,4
3.48,1,198,2,0.92,2,0.86,4
2.97,0,231,2,0.72,4,0.93,2
3.93,1,499,2,0.85,4,0.7,2
3.25,2,101,0,0.95,2,0.66,0
4.81,0,491,0,0.68,0,0.79,1
4.88,0,219,0,0.85,3,0.63,1
4.92,0,768,0,0.66,3,0.67,1
3.5,0,174,2,0.87,1,0.85,3
3.54,0,973,2,0.91,4,0.87,2
4.39,1,984,2,0.96,2,0.91,3
4.88,0,632,0,0.83,4,0.61,1
4.97,0,310,0,0.75,0,0.92,1
3.45,2,519,2,0.78,2,0.88,4
3.26,0,396,2,0.98,0,0.69,0
4.45,1,566,2,0.69,4,0.61,2
4.56,2,581,1,0.78,1,0.96,0
4.27,1,284,1,0.71,1,0.97,0
3.13,1,61,2,0.81,2,0.74,4
4.81,0,602,0,0.77,0,0.74,1
4.62,1,561,0,0.74,0,0.97,0
4.53,0,66,2,0.94,4,0.7,2
3.75,1,42,2,0.94,1,0.87,4
3.61,1,544,2,0.82,4,0.75,2
4.96,3,50,0,0.86,0,0.68,0
3.12,1,540,2,0.77,4,0.89,2
3.17,0,203,2,0.98,3,0.61,4
3.43,0,895,2,0.83,2,0.69,3
4.96,1,726,0,0.63,0,0.77,1
2.53,3,382,0,0.79,1,0.98,0
4.26,2,533,2,0.92,3,0.83,4
3.76,1,723,2,0.83,4,0.99,2
3.33,1,816,2,0.77,4,0.6,2
3.94,1,155,2,0.88,2,0.98,4
4.5,1,165,2,0.79,3,0.64,0
2.91,0,256,2,0.9,3,0.84,4
4.2,1,564,0,0.64,4,0.91,0
3.76,1,942,0,0.87,3,0.73,0
4.01,1,711,2,0.84,2,0.74,3
3.42,1,506,2,0.93,4,0.96,2
3.52,0,705,2,0.73,4,0.8,2
4.47,1,227,2,0.7,1,0.75,3
3.65,0,24,2,0.8,1,0.84,3
3.95,0,32,1,0.99,1,0.95,0
4.81,0,755,0,0.82,4,0.62,1
4.59,1,814,2,0.73,3,0.87,0
2.69,2,501,1,0.85,4,0.68,0
4.99,0,308,0,0.81,4,0.85,1
4.69,1,812,2,0.74,4,0.87,2
4.13,3,184,2,0.94,2,0.82,4
4.33,0,516,2,0.75,0,0.69,0
4.82,1,768,0,0.88,3,0.78,1
3.98,0,891,2,0.84,0,0.75,0
4.83,1,461,0,0.97,1,0.88,1
3.68,0,624,2,0.9,2,0.91,3
4.87,1,563,0,0.61,1,0.85,1
2.66,0,304,2,0.98,3,0.77,4
2.85,1,588,2,0.78,4,0.87,2
3.89,0,844,2,0.82,4,0.85,2
2.52,0,511,2,0.83,4,0.9,2
2.64,3,131,0,0.72,3,0.87,0
4.73,1,514,2,0.89,4,0.73,2
3.95,3,561,2,0.76,0,0.84,4
4.99,0,569,0,0.91,0,0.77,1
2.77,1,221,2,0.91,1,0.92,4
3.99,1,337,2,0.83,3,0.96,0
3.88,2,864,2,0.85,1,0.75,4
2.73,3,695,2,0.9,2,0.85,4
2.76,0,639,2,0.62,2,0.71,3
4.97,0,94,0,0.71,0,0.94,1
2.93,1,774,2,0.99,3,0.64,4
2.92,1,450,1,0.99,1,0.86,0
4.86,0,516,0,0.9,2,0.89,1
3.23,3,790,2,0.88,3,0.73,4
4.63,1,831,2,0.63,2,0.97,3
3.26,1,193,2,0.97,4,0.73,2
3.69,1,832,2,0.98,4,0.7,2
3.56,0,617,2,0.81,4,0.89,2
2.66,0,454,2,0.9,2,0.63,3
4.56,1,929,2,0.63,4,0.69,2
3.2,1,856,2,0.69,4,0.76,2
4.86,0,103,0,0.85,0,0.89,1
4.49,1,10,2,0.82,1,0.98,3
3.32,0,23,0,0.88,3,0.69,0
4.06,3,29,1,0.8,2,0.79,0
4.87,0,274,0,0.77,4,0.72,1
4.16,1,998,2,0.62,2,0.9,3
3.22,3,306,2,0.83,2,0.87,4
3.9,0,392,2,0.94,4,0.62,2
4.17,1,742,2,0.82,4,0.93,2
4.84,0,35,0,0.83,4,0.9,0
2.53,1,372,2,0.97,3,0.86,4
4.22,1,113,2,0.82,1,0.95,3
4.87,2,24,1,0.66,3,0.96,0
2.8,1,217,2,0.73,4,0.63,2
3.13,2,89,0,0.69,2,0.72,0
4.57,2,125,2,0.77,2,0.73,4
4.91,0,645,0,0.87,2,0.94,1
3.53,1,160,2,0.61,1,0.82,4
3.56,3,770,1,0.64,0,0.93,0
4.05,1,402,2,0.82,1,0.87,3
3.8,1,679,2,0.89,3,0.88,4
3.87,0,741,2,0.75,0,0.89,0
4.96,0,848,0,0.85,3,0.79,1
2.65,0,983,2,0.87,2,0.76,3
3.29,1,924,2,0.64,4,0.77,2
3.81,1,824,2,0.91,3,0.77,4
4.95,1,816,0,0.63,4,0.65,1
3.22,0,728,2,0.7,2,0.78,3
3.58,3,547,0,0.72,1,0.93,0
2.81,0,898,2,0.95,4,0.98,2
3.05,1,628,2,0.83,4,0.78,2
4.82,1,651,0,0.62,0,0.99,1
2.53,0,150,0,0.66,2,0.8,0
3.89,0,949,2,0.92,4,0.96,2
3.49,0,558,2,0.81,1,0.91,3
4.47,1,966,2,0.79,4,0.75,2
4.17,0,857,2,0.63,4,0.8,2
4.95,0,642,0,0.61,0,0.75,1
4.9,1,298,0,0.73,1,0.76,1
3.49,3,575,1,0.73,2,0.8,0
3.02,1,595,1,0.68,0,0.94,0
2.59,1,802,2,0.62,4,0.88,2
3.88,1,50,2,0.76,2,0.85,4
4.11,0,800,2,0.9,0,0.94,0
4.54,1,868,2,0.84,1,0.64,3
3.79,1,484,1,0.92,3,0.64,0
2.79,0,359,2,0.88,4,0.91,2
3.36,1,14,2,0.96,4,0.95,2
3.4,3,512,2,0.94,3,0.92,4
4.43,1,44,2,0.77,2,0.82,3
3.85,1,668,2,0.85,4,0.66,2
3.42,1,356,2,0.84,1,0.84,4
4.79,3,15,2,0.95,3,0.97,4
2.56,1,715,2,0.95,3,0.72,4
4.04,0,643,2,0.64,4,0.8,2
3.75,2,199,0,0.95,2,0.67,0
5.0,2,33,0,0.68,3,0.96,0
4.28,1,98,2,0.81,2,0.7,3
4.98,1,339,0,0.6,3,0.81,1
3.28,2,435,2,0.89,1,0.81,4
4.16,0,308,2,0.9,1,0.63,3
4.98,1,48,0,0.74,0,0.92,0
3.56,0,533,2,0.9,4,0.63,2
4.21,3,437,2,0.91,3,0.78,4
2.81,0,675,2,0.69,4,0.62,2
5.0,0,401,0,0.72,3,0.94,1
3.2,0,616,2,0.63,2,0.85,3
4.95,0,509,0,0.7,4,0.79,1
2.57,1,189,0,0.73,2,0.96,0
4.23,1,350,2,0.84,1,0.89,3
2.52,1,326,2,0.75,1,0.89,4
4.86,0,785,0,0.69,0,0.62,1
2.85,0,702,1,0.97,3,0.84,0
2.94,1,205,2,0.68,4,0.72,2
4.89,0,428,0,0.79,2,0.94,1
3.1,1,380,2,0.9,4,0.77,2
3.03,2,498,2,0.98,2,0.61,4
2.54,1,718,0,0.85,0,0.84,0
4.88,0,245,0,0.84,3,0.72,1
4.81,1,487,0,0.77,0,0.84,1
4.53,0,14,2,0.83,3,0.76,0
4.83,1,220,2,0.71,1,0.72,3
4.81,0,892,0,0.74,1,0.66,1
2.71,0,567,2,0.96,3,0.96,4
4.17,1,232,2,0.68,2,0.61,3
2.82,1,332,2,0.68,4,0.78,2
3.07,0,301,2,0.61,2,0.77,3
2.61,0,167,2,0.66,1,0.72,3
2.59,1,961,0,0.9,4,0.64,0
3.3,0,730,2,0.81,2,0.6,3
3.65,0,358,0,0.91,2,0.94,0
4.99,1,869,0,0.63,2,0.87,1
4.56,1,321,2,0.77,2,0.71,3
4.98,0,733,0,0.82,0,0.66,1
4.13,3,998,2,0.78,1,0.77,4
3.57,0,398,2,0.95,3,0.72,4
4.89,0,928,0,0.71,3,0.96,1
2.82,0,566,2,0.93,4,0.76,2
2.73,0,417,2,0.87,2,0.94,3
3.02,1,465,2,0.91,3,0.98,4
4.98,0,604,0,0.94,1,0.97,1
3.46,1,154,2,0.94,1,0.88,4
3.62,2,718,2,0.88,3,0.97,4
2.88,3,178,2,0.94,3,0.79,4
4.59,0,467,2,0.67,4,0.62,2
2.73,0,185,1,0.73,3,0.75,0
2.6,2,69,2,0.89,3,0.63,4
3.23,0,317,2,0.93,4,0.99,2
3.5,0,629,2,0.88,4,0.61,2
4.96,0,98,0,0.76,2,0.78,1
3.78,1,518,1,0.62,0,0.65,0
2.92,0,152,2,0.92,1,0.67,3
2.62,0,862,2,0.69,4,0.61,2
4.16,0,964,2,0.69,4,0.92,2
4.83,1,195,0,0.61,2,0.8,1
4.8,0,616,0,0.73,2,0.96,1
4.84,0,513,0,0.77,3,0.87,1
3.43,0,166,2,0.71,1,0.71,3
3.29,2,524,1,0.92,0,0.87,0
3.77,2,711,2,0.76,4,0.84,4
4.16,1,16,2,0.79,1,0.75,3
3.79,1,524,2,0.68,4,0.98,2
4.23,1,588,2,0.72,2,0.79,3
4.66,1,572,2,0.92,1,0.93,3
3.6,0,717,0,0.66,4,0.98,0
4.9,0,988,0,0.67,0,0.93,1
3.44,1,310,2,0.86,4,0.75,2
3.79,1,962,2,0.91,3,0.79,4
4.8,0,819,0,0.61,3,0.9,1
4.82,2,33,0,0.93,3,0.97,0
4.99,0,680,0,0.88,4,0.74,1
3.67,1,515,2,0.74,4,0.91,2
4.25,1,81,2,0.86,4,0.63,2
4.62,0,718,2,0.98,4,0.96,2
3.17,1,684,2,0.94,1,0.81,4
4.48,3,467,0,0.73,4,0.9,0
4.77,1,792,1,0.7,2,0.65,0
3.58,1,58,2,0.98,2,0.64,4
2.55,2,898,2,0.99,2,0.66,4
4.06,1,195,2,0.72,2,0.84,3
4.26,3,294,2,0.87,3,0.95,4
2.58,1,756,2,0.88,4,0.81,2
3.35,1,35,2,0.67,0,0.69,0
2.97,0,821,2,0.98,3,0.9,4
4.56,1,883,0,0.91,3,0.77,0
3.16,1,855,2,0.93,1,0.82,4
3.32,0,680,2,0.78,1,0.7,3
4.94,2,388,2,0.95,3,0.66,4
4.22,0,903,1,0.94,2,0.63,0
3.44,1,495,2,0.69,1,0.97,4
3.54,0,367,2,0.74,4,0.85,2
4.99,0,938,0,0.76,4,0.66,1
4.57,1,56,2,0.6,2,0.93,3
3.54,2,790,2,0.9,3,0.97,4
4.57,0,124,2,0.93,2,0.61,3
4.99,0,738,0,0.82,4,0.72,1
4.34,1,972,2,0.86,1,0.95,3
4.89,0,692,0,0.93,3,0.9,1
2.71,3,256,2,0.8,1,0.67,4
4.86,1,723,0,0.68,4,0.72,1
4.88,0,431,0,0.94,3,0.65,1
3.69,0,510,1,0.94,3,0.64,0
4.83,0,560,0,0.74,1,0.87,1
3.96,1,489,2,0.9,4,0.88,2
3.45,2,289,2,0.82,4,0.87,4
4.63,2,247,2,0.68,2,0.77,4
3.93,0,412,2,0.89,4,0.99,2
3.0,0,220,2,0.84,2,0.84,3
4.14,0,981,2,0.88,2,0.97,3
4.81,1,961,2,0.88,3,0.78,4
4.89,1,56,0,0.75,3,0.97,1
3.36,3,937,2,0.7,1,0.81,4
4.74,0,404,2,0.85,2,0.68,3
4.97,0,76,0,0.89,2,0.8,1
4.37,3,735,0,0.84,1,0.78,0
4.04,2,713,1,0.73,1,0.98,0
4.53,0,561,2,0.73,4,0.88,2
3.68,3,814,0,0.88,3,0.73,0
4.32,2,359,0,0.65,3,0.76,0
3.04,0,508,2,0.66,1,0.65,3
2.69,1,913,2,0.91,3,0.68,4
4.36,0,29,2,0.87,4,0.92,2
2.74,1,520,2,0.79,4,0.74,2
4.08,1,737,2,0.67,4,0.79,2
4.83,1,52,2,0.82,2,0.82,3
2.91,1,599,2,0.95,3,0.75,4
2.97,1,868,0,0.61,0,0.97,0
4.01,1,380,2,0.65,1,0.94,3
4.58,0,192,1,0.99,3,0.81,0
3.33,2,509,2,0.89,0,0.78,4
4.46,1,594,2,0.66,1,0.81,3
4.99,0,409,0,0.91,4,0.61,1
3.44,1,680,2,0.65,4,0.73,2
4.54,0,275,2,0.65,4,0.84,2
4.97,0,899,0,0.95,1,0.9,1
3.24,0,17,2,0.95,4,0.74,2
4.92,0,166,0,0.97,2,0.68,1
4.66,1,953,0,0.75,4,0.79,0
4.53,1,112,2,0.79,4,0.79,2
3.64,2,349,2,0.77,2,0.99,4
